local_year_month,Unnamed: 0,station_id,B1,B2,B3,B4,B5,id,organization,region,local,lat,long,date,chla,tss,secchi,acdom440,predicted
Branco_2019_08,10,Branco_08_2019_Ponto_01,0.0059626879254777,0.0065756650948543,0.0097225541164669,0.0076705690549884,0.0022781560684233,63,LabISA-INPE,AMZ,Branco,-4.722,-66.68,2019-08-20,,,1.03,,1.2182305
Branco_2019_08,11,Branco_08_2019_Ponto_02,0.005103172461487,0.0057295247058248,0.0086834969600173,0.0066461557593857,0.0018792633798448,63,LabISA-INPE,AMZ,Branco,-4.725,-66.68,2019-08-20,,,0.96,,1.3230693
Branco_2019_08,12,Branco_08_2019_Ponto_03,0.0049240216978854,0.0056695194398659,0.0089432871483403,0.0069256731059188,0.0021405871647584,63,LabISA-INPE,AMZ,Branco,-4.727,-66.68,2019-08-20,,,0.27,,1.2343681
Curuai_2012_02,46,Curuai_02_2013_Ponto_P11,0.0225729832878771,0.0260414253358317,0.0354404174365055,0.0384746683767169,0.0222459457283969,38,LabISA-INPE,AMZ,Curuai,-2.173082528,-55.59713729,2012-02-04,8.85,30.2,0.25,,0.13953263
Curuai_2012_02,57,Curuai_02_2013_Ponto_P22,0.0152255844631649,0.0175174850497542,0.0234935252569565,0.0265568819679358,0.0132209710402395,38,LabISA-INPE,AMZ,Curuai,-2.258387578,-55.62288705,2012-02-06,6.15,12.85,0.37,,0.07292932
Curuai_2004_06,105,Curuai_06_2004_PCJ01,0.0054391128576794,0.0062969844528115,0.0102786253182698,0.0124632602308167,0.002265201328251,41,LabISA-INPE,AMZ,Curuai,-2.158,-55.867802,2004-06-07,8.574,18.876,0.45,,0.62815166
Curuai_2004_06,106,Curuai_06_2004_PCJ02,0.0059682823602279,0.0052364788715706,0.0069671854695277,0.0082913516297181,0.0016914277811897,41,LabISA-INPE,AMZ,Curuai,-2.19828,-55.852001,2004-06-07,13.167,9.801,0.8,,0.9719391
Curuai_2004_06,107,Curuai_06_2004_PCJ03,0.0058895703231275,0.0065202371856999,0.0092396275589705,0.0105288008466001,0.0029582423915587,41,LabISA-INPE,AMZ,Curuai,-2.17639,-55.812801,2004-06-08,5.72,18.374,0.4,,0.73505867
Curuai_2004_06,108,Curuai_06_2004_PCJ04,0.003855898971287,0.0041970626339319,0.0056424491637882,0.0055132068216747,0.0019467126207022,41,LabISA-INPE,AMZ,Curuai,-2.22319,-55.788502,2004-06-08,10.851,5.675,1.2,,1.4827409
Curuai_2004_06,109,Curuai_06_2004_PCJ05,0.0092538500376917,0.0108432954491103,0.0157052683770161,0.0158304812668224,0.0107305349118362,41,LabISA-INPE,AMZ,Curuai,-2.13583,-55.786098,2004-06-08,43.044,18.5529,0.5,,0.3458836
Curuai_2004_06,110,Curuai_06_2004_PCJ06,0.0057099030884355,0.0065734395069471,0.0103418304071245,0.0111991271300578,0.0022861635967803,41,LabISA-INPE,AMZ,Curuai,-2.16536,-55.7589,2004-06-08,14.033,12.3343,0.5,,0.7556709
Curuai_2004_06,111,Curuai_06_2004_PCJ100,0.0059732098716125,0.0070545245470268,0.0119093115626777,0.0132372801100746,0.0030779399835221,41,LabISA-INPE,AMZ,Curuai,-2.1695,-55.262402,2004-06-16,12.89,11.6067,0.6,,0.6410466
Curuai_2004_06,112,Curuai_06_2004_PCJ101,0.0182161514842777,0.0201035811860367,0.0267632552233727,0.027465232240644,0.0130055132859107,41,LabISA-INPE,AMZ,Curuai,-2.22983,-55.311401,2004-06-03,19.667,14.6429,0.45,,0.11421707
Curuai_2004_06,113,Curuai_06_2004_PCJ102,0.0142733484180097,0.0160466443328532,0.0223305542875256,0.021045422733597,0.0089875490667363,41,LabISA-INPE,AMZ,Curuai,-2.26236,-55.339199,2004-06-03,27.785,14.0437,0.6,,0.16778377
Curuai_2004_06,114,Curuai_06_2004_PCJ103,0.0131654046025263,0.0147418419766712,0.0204043663647775,0.0208371795461039,0.0090325535182636,41,LabISA-INPE,AMZ,Curuai,-2.21083,-55.3508,2004-06-05,15.652,14.6388,0.5,,0.12529501
