local_year_month,organization,Unnamed: 0,id,region,local,lat,long,date,chla,tss,secchi,acdom440,B1,B2,B3,B4,station_id,organization.1,predicted
Curape_2019_08,LabISA-INPE,37,61,AMZ,Curape,-4.715,-66.79,2019-08-18,,,1.55,,0.0269751791490102,0.0448334352356462,0.0473235591282974,0.0178940470976941,Curape_08_2019_Ponto_01,LabISA-INPE,0.23826183
Curape_2019_08,LabISA-INPE,38,61,AMZ,Curape,-4.712,-66.78,2019-08-18,,,0.48,,0.0265277562603279,0.0442632238420644,0.0474561422906727,0.0176810137153076,Curape_08_2019_Ponto_02,LabISA-INPE,0.23905945
Curape_2019_08,LabISA-INPE,39,61,AMZ,Curape,-4.715,-66.76,2019-08-18,,,0.69,,0.0248311512748608,0.0400639833663681,0.041886624184732,0.015220884705358,Curape_08_2019_Ponto_03,LabISA-INPE,0.2509306
Curuai_2012_10,LabISA-INPE,498,44,AMZ,Curuai,-2.145352461,-55.70387846,2012-10-01,35.87,94.27,0.1,,0.0200124305688309,0.0324033906502848,0.0381085676331621,0.0334094374861418,Curuai_09_2012_Ponto_01,LabISA-INPE,0.08646489
Curuai_2012_10,LabISA-INPE,499,44,AMZ,Curuai,-2.137484411,-55.68580368,2012-10-01,52.54,104.54,0.12,,0.0213279492446629,0.0345086533026647,0.040124559708229,0.0337418972926899,Curuai_09_2012_Ponto_02,LabISA-INPE,0.11034025
Curuai_2012_10,LabISA-INPE,500,44,AMZ,Curuai,-2.153757275,-55.68636065,2012-10-01,92.06,161.85,0.12,,0.0197061596677199,0.0322787384466168,0.0358321786165372,0.0349349851640073,Curuai_09_2012_Ponto_03,LabISA-INPE,0.29253063
Curuai_2012_10,LabISA-INPE,501,44,AMZ,Curuai,-2.147614292,-55.66676481,2012-10-01,77.35,136.6,0.1,,0.020143748142929,0.0325046274628228,0.0378281639487598,0.0322993215108477,Curuai_09_2012_Ponto_04,LabISA-INPE,0.0973133
Curuai_2012_10,LabISA-INPE,502,44,AMZ,Curuai,-2.131140431,-55.65555191,2012-10-01,35.01,90.45,0.12,,0.0220192841399408,0.0365753379423409,0.043092585501506,0.0319556600168695,Curuai_09_2012_Ponto_05,LabISA-INPE,0.1261521
Curuai_2012_10,LabISA-INPE,503,44,AMZ,Curuai,-2.143945294,-55.63099301,2012-10-01,17.85,125.5,0.12,,0.0232232858961186,0.0362075228365838,0.0424163746385345,0.0328275646253937,Curuai_09_2012_Ponto_06,LabISA-INPE,0.07336475
Curuai_2012_10,LabISA-INPE,504,44,AMZ,Curuai,-2.109880528,-55.64472399,2012-10-01,12.74,91.97,0.12,,0.0214283629650044,0.0358249844301165,0.0431476898494771,0.0312375313341017,Curuai_09_2012_Ponto_07,LabISA-INPE,0.08639605
Curuai_2012_10,LabISA-INPE,505,44,AMZ,Curuai,-2.120192461,-55.61617114,2012-10-02,15.06,56.57,0.15,,0.0211054186998089,0.0351941006711983,0.0415469787461593,0.026118076986063,Curuai_09_2012_Ponto_08,LabISA-INPE,0.12181756
Curuai_2012_10,LabISA-INPE,506,44,AMZ,Curuai,-2.152229228,-55.57662339,2012-10-02,31.91,88.38,0.11,,0.025019138992329,0.03875217328611,0.0448838612830663,0.0321376533840763,Curuai_09_2012_Ponto_14,LabISA-INPE,0.09602093
Curuai_2012_10,LabISA-INPE,507,44,AMZ,Curuai,-2.146699292,-55.54903655,2012-10-02,20.04,84.75,0.11,,0.0257704317998765,0.0378459440515379,0.042909575024411,0.0319658455201483,Curuai_09_2012_Ponto_15,LabISA-INPE,0.09193627
Curuai_2012_10,LabISA-INPE,508,44,AMZ,Curuai,-2.131150372,-55.55,2012-10-02,32.16,89.61,0.16,,0.0218712627206794,0.034777265534956,0.0398050017980807,0.0282401543938229,Curuai_09_2012_Ponto_16,LabISA-INPE,0.13450879
Curuai_2012_10,LabISA-INPE,509,44,AMZ,Curuai,-2.13041335,-55.53501766,2012-10-02,24.87,77.89,0.14,,0.0214362819044038,0.0349194189570763,0.0397725299356904,0.023639764161458,Curuai_09_2012_Ponto_17,LabISA-INPE,0.20838279
Curuai_2012_10,LabISA-INPE,510,44,AMZ,Curuai,-2.115581497,-55.53907565,2012-10-02,25.44,72.62,0.15,,0.0221988670555781,0.0368309818553875,0.041680705595877,0.0233984778480002,Curuai_09_2012_Ponto_18,LabISA-INPE,0.23689374
Curuai_2012_10,LabISA-INPE,511,44,AMZ,Curuai,-2.115027253,-55.41880509,2012-10-03,52.75,91.929,0.13,,0.0235722510938532,0.0353652437212258,0.0399433230718629,0.0287443161916566,Curuai_09_2012_Ponto_19,LabISA-INPE,0.1035946
Curuai_2012_10,LabISA-INPE,512,44,AMZ,Curuai,-2.140054872,-55.40780517,2012-10-03,68.88,99.464,0.12,,0.0265889744922874,0.0417564786442074,0.0407538476089605,0.0410796933772788,Curuai_09_2012_Ponto_20,LabISA-INPE,0.25507885
Curuai_2012_10,LabISA-INPE,513,44,AMZ,Curuai,-2.105916186,-55.44330499,2012-10-03,39.58,60.1,0.12,,0.024488664512472,0.0375087680192878,0.0422591524345187,0.0298413446790529,Curuai_09_2012_Ponto_21,LabISA-INPE,0.15424503
