local_year_month,Unnamed: 0,station_id,B1,B2,B3,B4,B5,B6,B7,B8,B8A,id,organization,region,local,lat,long,date,chla,tss,secchi,acdom440,predicted
BuaBua_2016_08,25,BuaBua_07_2016_Ponto_05_R,0.0017266457256343,0.0028661735618266,0.0023328084240062,0.001923982856996,0.0006595267681043,0.0006167744125708,0.0004850918773002,0.0003369560232401,0.0003369560232401,92,LabISA-INPE,AMZ,BuaBua,-2.8959,-64.9779,2016-08-17,5.51,4.5555,2.0,2.77,1.4161463
BuaBua_2016_08,27,BuaBua_07_2016_Ponto_06_R,0.0017195038344913,0.0027666403465068,0.0023234721561172,0.0019519777768716,0.0006802854942488,0.0006360866738881,0.000496958869302,0.0003322500095917,0.0003322500095917,92,LabISA-INPE,AMZ,BuaBua,-2.8899,-64.9756,2016-08-17,11.825,4.3335,1.9,,1.3499273
Curuai_2012_02,46,Curuai_02_2013_Ponto_P11,0.0225431284530897,0.0354074722575458,0.0382367245785329,0.0372345979305551,0.0261409417574218,0.026421991287381,0.02478297557687,0.0222346420121349,0.0222346420121349,38,LabISA-INPE,AMZ,Curuai,-2.173082528,-55.59713729,2012-02-04,8.85,30.2,0.25,,0.2802327
Curuai_2012_02,57,Curuai_02_2013_Ponto_P22,0.0152139375294812,0.023413332746687,0.0265878175683741,0.0261200522089102,0.0172191818811351,0.0171606427455122,0.015459029387491,0.0132153276275028,0.0132153276275028,38,LabISA-INPE,AMZ,Curuai,-2.258387578,-55.62288705,2012-02-06,6.15,12.85,0.37,,0.25724095
Curuai_2012_10,491,Curuai_09_2012_Ponto_01,0.0158717297770843,0.0315918022683022,0.0400748439047085,0.0451510895858888,0.0352269512409632,0.0376855706307331,0.0331838465340434,0.0266574078394425,0.0266574078394425,44,LabISA-INPE,AMZ,Curuai,-2.145352461,-55.70387846,2012-10-01,35.87,94.27,0.1,,0.07526097
Curuai_2012_10,492,Curuai_09_2012_Ponto_02,0.0168617809043201,0.0337706341362426,0.042008177503103,0.0475597177930569,0.0361005271426108,0.0383944928471004,0.0334665358069057,0.0264702547234041,0.0264702547234041,44,LabISA-INPE,AMZ,Curuai,-2.137484411,-55.68580368,2012-10-01,52.54,104.54,0.12,,0.07958254
Curuai_2012_10,493,Curuai_09_2012_Ponto_03,0.0153733580380982,0.0321063766558324,0.0365092105458956,0.045516983533524,0.0368207468337049,0.0393678098950488,0.0347027678123772,0.0278955193784954,0.0278955193784954,44,LabISA-INPE,AMZ,Curuai,-2.153757275,-55.68636065,2012-10-01,92.06,161.85,0.12,,0.07387725
Curuai_2012_10,494,Curuai_09_2012_Ponto_04,0.0159441590527839,0.0317957839673143,0.0396449043178909,0.0448332368895695,0.0344399896979047,0.0366032327039608,0.0320517607812668,0.0254742150279724,0.0254742150279724,44,LabISA-INPE,AMZ,Curuai,-2.147614292,-55.66676481,2012-10-01,77.35,136.6,0.1,,0.07926365
Curuai_2012_10,495,Curuai_09_2012_Ponto_05,0.0171797852880641,0.0355665332119405,0.045107166774938,0.0489560212429246,0.034957159853138,0.0368431472430704,0.0316373557192203,0.0243663312117905,0.0243663312117905,44,LabISA-INPE,AMZ,Curuai,-2.131140431,-55.65555191,2012-10-01,35.01,90.45,0.12,,0.09049283
Curuai_2012_10,496,Curuai_09_2012_Ponto_06,0.0188170254879987,0.03522289240058,0.0444354806029703,0.0476473941489003,0.0354981058407739,0.0372472640673962,0.0325413740215534,0.0257916204827808,0.0257916204827808,44,LabISA-INPE,AMZ,Curuai,-2.143945294,-55.63099301,2012-10-01,17.85,125.5,0.12,,0.08615056
Curuai_2012_10,497,Curuai_09_2012_Ponto_07,0.0167821954775765,0.0345951873599981,0.0455479122010231,0.0481597623634505,0.0342071582697238,0.0360034604955594,0.0309234383274881,0.023781843089806,0.023781843089806,44,LabISA-INPE,AMZ,Curuai,-2.109880528,-55.64472399,2012-10-01,12.74,91.97,0.12,,0.09116354
Curuai_2012_10,498,Curuai_09_2012_Ponto_08,0.0164426609580774,0.0341071878123831,0.0432491092680785,0.0451441490081699,0.0295113457734604,0.0306503423348121,0.0257882177059194,0.0191245516582615,0.0191245516582615,44,LabISA-INPE,AMZ,Curuai,-2.120192461,-55.61617114,2012-10-02,15.06,56.57,0.15,,0.11842781
Curuai_2012_10,499,Curuai_09_2012_Ponto_14,0.0203519675546463,0.037735172171726,0.0465256939201105,0.0494382604801639,0.0350522408761736,0.0367278943719575,0.03183365649404,0.0250989991073142,0.0250989991073142,44,LabISA-INPE,AMZ,Curuai,-2.152229228,-55.57662339,2012-10-02,31.91,88.38,0.11,,0.09799564
Curuai_2012_10,500,Curuai_09_2012_Ponto_15,0.0214673577129997,0.0370564752731158,0.0443056748604118,0.0473576525368533,0.0345948228957277,0.0360329950836873,0.0316984761563224,0.0257490868323808,0.0257490868323808,44,LabISA-INPE,AMZ,Curuai,-2.146699292,-55.54903655,2012-10-02,20.04,84.75,0.11,,0.09633118
Curuai_2012_10,501,Curuai_09_2012_Ponto_16,0.0174179400769564,0.0340319623100605,0.040984369282666,0.0447671106684935,0.0311475227022401,0.0326615181272634,0.0279397382310596,0.021501923414868,0.021501923414868,44,LabISA-INPE,AMZ,Curuai,-2.131150372,-55.55,2012-10-02,32.16,89.61,0.16,,0.09574108
Curuai_2012_10,502,Curuai_09_2012_Ponto_17,0.0168369133258317,0.0341212056743662,0.0406104171355854,0.0429930399519032,0.0269540667366321,0.0279632673775856,0.0233295462084342,0.0170239990653564,0.0170239990653564,44,LabISA-INPE,AMZ,Curuai,-2.13041335,-55.53501766,2012-10-02,24.87,77.89,0.14,,0.13554686
Curuai_2012_10,503,Curuai_09_2012_Ponto_18,0.0171716071073643,0.0360671730703229,0.0423561299417656,0.0449981459257429,0.0269313977677172,0.0279047096820293,0.023077324705644,0.0164979199687405,0.0164979199687405,44,LabISA-INPE,AMZ,Curuai,-2.115581497,-55.53907565,2012-10-02,25.44,72.62,0.15,,0.1608432
Curuai_2012_10,504,Curuai_09_2012_Ponto_19,0.0195747788182935,0.0346977529662594,0.0409182347362878,0.0446019152509966,0.0315259650379328,0.0329686471669809,0.028450744649862,0.0224791948795864,0.0224791948795864,44,LabISA-INPE,AMZ,Curuai,-2.115027253,-55.41880509,2012-10-03,52.75,91.929,0.13,,0.09683591
Curuai_2012_10,505,Curuai_09_2012_Ponto_20,0.0203559887311845,0.0433661906576308,0.0400178567833307,0.0562324908225002,0.0449026614952898,0.0464183509484356,0.0406797186045798,0.0329721566294474,0.0329721566294474,44,LabISA-INPE,AMZ,Curuai,-2.140054872,-55.40780517,2012-10-03,68.88,99.464,0.12,,0.12412071
Curuai_2012_10,506,Curuai_09_2012_Ponto_21,0.0199927570528416,0.0368633092818175,0.0433436088934387,0.0473849121021846,0.0327815985121606,0.0344274779794682,0.029535256661669,0.0230581896907776,0.0230581896907776,44,LabISA-INPE,AMZ,Curuai,-2.105916186,-55.44330499,2012-10-03,39.58,60.1,0.12,,0.10209443
Curuai_2012_10,507,Curuai_09_2012_Ponto_22,0.0279326665328521,0.0473945054343226,0.0569271626417974,0.0613576450566723,0.0465693544922652,0.0483012328121112,0.0430534668971599,0.0355564197356204,0.0355564197356204,44,LabISA-INPE,AMZ,Curuai,-2.13,-55.38702757,2012-10-03,33.6,54.021,0.12,,0.09069094
Curuai_2012_10,508,Curuai_09_2012_Ponto_23,0.0159035859856406,0.033414625320606,0.0387031110594741,0.0456795670970102,0.0324570171330322,0.0344610751856417,0.0293144960857767,0.0223488716670782,0.0223488716670782,44,LabISA-INPE,AMZ,Curuai,-2.099805133,-55.40197191,2012-10-03,57.11,100.743,0.12,,0.096982494
Curuai_2012_10,509,Curuai_09_2012_Ponto_25,0.0119917772832831,0.0254308899395029,0.0262616901172402,0.0306843848397717,0.017083626078318,0.0177488122783628,0.0145751529142121,0.0101242038225929,0.0101242038225929,44,LabISA-INPE,AMZ,Curuai,-2.269303522,-55.38446964,2012-10-03,48.11,47.6,0.2,,0.20402841
Curuai_2012_10,510,Curuai_09_2012_Ponto_26,0.0132081527377086,0.0278543553866724,0.0279709454355446,0.0337415126841622,0.0194939432908761,0.0202106512366982,0.0165707526548791,0.0115818410572587,0.0115818410572587,44,LabISA-INPE,AMZ,Curuai,-2.25550455,-55.34850883,2012-10-03,60.04,40.2,0.2,,0.1895732
Curuai_2003_11,511,Curuai_11_2003_PCN01,0.0199587026529019,0.0292232476000936,0.0364236211620668,0.039425048487658,0.0385100245855684,0.0400933697241684,0.0376802430388092,0.0337618160188709,0.0337618160188709,45,LabISA-INPE,AMZ,Curuai,-2.10522,-55.457901,2003-11-22,42.7581,578.37,0.07,,0.0617864
Curuai_2003_11,512,Curuai_11_2003_PCN02,0.0182613236666633,0.0263015234586245,0.0327980071897462,0.0352031317773182,0.0343653925856597,0.0363708044236753,0.0346478237467026,0.0320674769929261,0.0320674769929261,45,LabISA-INPE,AMZ,Curuai,-2.10925,-55.4384,2003-11-22,35.055,562.28,0.07,,0.06446059
Curuai_2003_11,513,Curuai_11_2003_PCN03,0.0175232171492272,0.0243601699898062,0.0300355438221417,0.0321857456467058,0.0320600993119312,0.0342704237842357,0.0325410273602704,0.0301382205419042,0.0301382205419042,45,LabISA-INPE,AMZ,Curuai,-2.10464,-55.414501,2003-11-22,37.511,796.65,0.06,,0.068368204
Curuai_2003_11,514,Curuai_11_2003_PCN04,0.0156568033823258,0.0233862438548738,0.0297476611132749,0.0321246362346709,0.0322994591149632,0.0344340543669088,0.0342127064793187,0.0330560130002595,0.0330560130002595,45,LabISA-INPE,AMZ,Curuai,-2.09964,-55.394199,2003-11-22,38.7391,910.74,0.06,,0.07926849
Curuai_2003_11,515,Curuai_11_2003_PCN05,0.023056116913578,0.0348736396947456,0.0441492488851738,0.0477176403943726,0.0471946096036843,0.0498673704220385,0.0487762180162093,0.0461183768962373,0.0461183768962373,45,LabISA-INPE,AMZ,Curuai,-2.11892,-55.407001,2003-11-22,39.1856,766.92,0.06,,0.05719043
Curuai_2003_11,516,Curuai_11_2003_PCN06,0.0174893714559579,0.0270819116870641,0.0340616538122788,0.0371601887569997,0.0363218160818568,0.0382865245633021,0.0368063659398812,0.0341424897780526,0.0341424897780526,45,LabISA-INPE,AMZ,Curuai,-2.1375,-55.407501,2003-11-22,31.929,584.47,0.07,,0.06303234
Curuai_2003_11,517,Curuai_11_2003_PCN07,0.0120392047007303,0.0186268318281089,0.0235163825655841,0.0253771881139384,0.0247048793963886,0.0261033160858168,0.0263540502996556,0.0256166484505671,0.0256166484505671,45,LabISA-INPE,AMZ,Curuai,-2.13364,-55.3843,2003-11-22,32.7105,642.65,0.06,,0.12083518
Curuai_2003_11,518,Curuai_11_2003_PCN08,0.0156792784881652,0.0236182203665216,0.0294033511903408,0.0316083523007576,0.0302435221707215,0.0315611198370733,0.0298910088952488,0.026843379693915,0.026843379693915,45,LabISA-INPE,AMZ,Curuai,-2.15117,-55.389801,2003-11-22,27.5751,506.96,0.06,,0.07269792
Curuai_2003_11,519,Curuai_11_2003_PCN09,0.0170937219191056,0.030486814601562,0.0391361971200609,0.0428564271723745,0.039195704305393,0.0417669842574284,0.0383111490363849,0.0342125320727057,0.0342125320727057,45,LabISA-INPE,AMZ,Curuai,-2.17994,-55.632599,2003-11-23,47.5586,475.16,0.07,,0.06015368
Curuai_2003_11,520,Curuai_11_2003_PCN10,0.0157349014148033,0.0270414427524952,0.0346605814678685,0.0378414978966668,0.0345013707244044,0.0368546485357681,0.0339991987536684,0.0304151049196142,0.0304151049196142,45,LabISA-INPE,AMZ,Curuai,-2.17347,-55.607601,2003-11-23,40.7486,461.4,0.07,,0.06333707
Curuai_2003_11,521,Curuai_11_2003_PCN11,0.0148366289164913,0.0263380690668929,0.0345067456471164,0.037631292827365,0.0335791491726606,0.0359037238613882,0.0327128471335883,0.0286872704246792,0.0286872704246792,45,LabISA-INPE,AMZ,Curuai,-2.15106,-55.570599,2003-11-23,32.1523,333.53,0.07,,0.06527975
Curuai_2003_11,522,Curuai_11_2003_PCN13,0.0278773131545705,0.0452951559677791,0.0569498031071735,0.0616024039134218,0.0573830323743258,0.061061082732836,0.05738934041768,0.0524365647350843,0.0524365647350843,45,LabISA-INPE,AMZ,Curuai,-2.12236,-55.536201,2003-11-23,36.9528,611.65,0.07,,0.05198108
Curuai_2003_11,523,Curuai_11_2003_PCN14,0.0178790758892494,0.0292674899012397,0.0370048220504594,0.0399300173383451,0.0356725572847404,0.0378211331071967,0.0347217156020251,0.0308053736783993,0.0308053736783993,45,LabISA-INPE,AMZ,Curuai,-2.16372,-55.533298,2003-11-23,23.4444,343.65,0.07,,0.06446758
Curuai_2003_11,527,Curuai_11_2003_PCN18,0.0205749830966683,0.0313215033255302,0.0387060452035027,0.0416804233979182,0.0381628599021832,0.0403924024826934,0.0373120490834876,0.0335283236239789,0.0335283236239789,45,LabISA-INPE,AMZ,Curuai,-2.14617,-55.439899,2003-11-30,33.6222,359.47,0.06,,0.061697435
Curuai_2003_11,528,Curuai_11_2003_PCN19,0.0169980617960119,0.0273971106569243,0.0352954302578777,0.0381278123562385,0.0377820753063054,0.0398017000253409,0.0381315059786932,0.0354174867529097,0.0354174867529097,45,LabISA-INPE,AMZ,Curuai,-2.25342,-55.458401,2003-11-24,36.5481,832.07,0.07,,0.06007717
Curuai_2003_11,529,Curuai_11_2003_PCN20,0.0158388598313421,0.0256526602727172,0.0330297377913607,0.0358963127013714,0.0347102036782947,0.0371067429619787,0.0353421623969018,0.0329145663346719,0.0329145663346719,45,LabISA-INPE,AMZ,Curuai,-2.26039,-55.411598,2003-11-24,25.3702,711.31,0.07,,0.060945947
Curuai_2003_11,530,Curuai_11_2003_PCN21,0.0162004697008424,0.0286025851863743,0.0373200813459333,0.040342523007872,0.0377750117513453,0.0402337998692237,0.0376936467956365,0.0343536069534847,0.0343536069534847,45,LabISA-INPE,AMZ,Curuai,-2.27836,-55.361801,2003-11-24,39.8136,579.29,0.07,,0.05939374
Curuai_2003_11,531,Curuai_11_2003_PCN22,0.0162004697008424,0.0286025851863743,0.0373200813459333,0.040342523007872,0.0377750117513453,0.0402337998692237,0.0376936467956365,0.0343536069534847,0.0343536069534847,45,LabISA-INPE,AMZ,Curuai,-2.24828,-55.342999,2003-11-24,26.6261,685.93,0.07,,0.05939374
Curuai_2003_11,532,Curuai_11_2003_PCN23,0.0157578394860222,0.0283839393979354,0.0372160336494456,0.0403776234989317,0.0380551459794074,0.0404566802089918,0.037941935228752,0.0347093497904107,0.0347093497904107,45,LabISA-INPE,AMZ,Curuai,-2.22239,-55.362099,2003-11-24,35.1666,657.99,0.07,,0.059105083
Curuai_2003_11,533,Curuai_11_2003_PCN24,0.0193507133476567,0.0316458321252621,0.0401085435238695,0.0429791951209859,0.0396447528900313,0.041899290039859,0.0391386573044005,0.0354824390358523,0.0354824390358523,45,LabISA-INPE,AMZ,Curuai,-2.22656,-55.2999,2003-11-24,30.8964,632.31,0.07,,0.060054798
Curuai_2003_11,534,Curuai_11_2003_PCN25,0.0142378189477323,0.0256864171466148,0.0340058474388282,0.0369429171194083,0.034546678707488,0.0367979900285076,0.0343946643175643,0.0312338168470621,0.0312338168470621,45,LabISA-INPE,AMZ,Curuai,-2.20439,-55.2794,2003-11-25,26.375,633.76,0.07,,0.062147908
Curuai_2003_11,535,Curuai_11_2003_PCN26,0.0256594955057933,0.0432941181257841,0.0559373748453913,0.0602838928794157,0.0564136683475583,0.0600594916579016,0.0561536980327688,0.0514641345068933,0.0514641345068933,45,LabISA-INPE,AMZ,Curuai,-2.1765,-55.266201,2003-11-25,31.2732,666.25,0.07,,0.049568437
Curuai_2003_11,536,Curuai_11_2003_PCN27,0.0137003757737493,0.0249904091199948,0.0313055159831758,0.0319610123309643,0.0217713024181191,0.0226077344055362,0.018880792610986,0.0145035922393275,0.0145035922393275,45,LabISA-INPE,AMZ,Curuai,-2.21619,-55.237202,2003-11-25,15.1791,148.733,0.1,,0.11315006
Curuai_2003_11,537,Curuai_11_2003_PCN28,0.0157013175372772,0.027348567048793,0.0355838034381297,0.0384511302351889,0.0358683294494056,0.038012828732101,0.035496999207659,0.0322279398117846,0.0322279398117846,45,LabISA-INPE,AMZ,Curuai,-2.23714,-55.266899,2003-11-24,26.1238,638.16,0.07,,0.061925665
Curuai_2003_11,538,Curuai_11_2003_PCN29,0.0171913714987877,0.029886646709155,0.037244819191149,0.038695737362357,0.0296376474957927,0.031171134455035,0.0273049267166364,0.0227223837811219,0.0227223837811219,45,LabISA-INPE,AMZ,Curuai,-2.19564,-55.2281,2003-11-25,18.161,222.877,0.1,,0.081219584
Curuai_2003_11,539,Curuai_11_2003_PCN30,0.0139119433002498,0.026084676207808,0.032072622474894,0.0309166903551435,0.0172145967463415,0.0178415929597537,0.0146084677452481,0.0106343102310872,0.0106343102310872,45,LabISA-INPE,AMZ,Curuai,-2.22992,-55.202301,2003-11-24,4.91914,85.815,0.12,,0.19473621
Curuai_2003_11,540,Curuai_11_2003_PCN31,0.009567328909967,0.0180754130368013,0.0245381047065801,0.0275803082930119,0.0283218044201389,0.0306322010411246,0.0312109686934967,0.0303022743795733,0.0303022743795733,45,LabISA-INPE,AMZ,Curuai,-2.13367,-55.705299,2003-11-26,87.8607,920.25,0.07,,0.09317605
Curuai_2003_11,541,Curuai_11_2003_PCN32,0.0267094438263065,0.0471995785186002,0.0502871628817098,0.0551928287421798,0.05595277694304,0.0625969956816237,0.064472178133717,0.0635379506762081,0.0635379506762081,45,LabISA-INPE,AMZ,Curuai,-2.15078,-55.673599,2003-11-26,62.937,781.15,0.07,,0.21058884
Curuai_2003_11,542,Curuai_11_2003_PCN33,0.0183522026223841,0.0311350329582784,0.0399636287650607,0.0439113433985816,0.0433607229186303,0.0466063317487093,0.0451862032835483,0.0428057622340401,0.0428057622340401,45,LabISA-INPE,AMZ,Curuai,-2.14214,-55.651199,2003-11-26,46.6841,836.9,0.07,,0.05575314
Curuai_2003_11,543,Curuai_11_2003_PCN34,0.0137586014969381,0.0250326922686249,0.0329185794795885,0.0363113894839751,0.0333713529669876,0.0355794178258661,0.0328450599639339,0.0292608661503215,0.0292608661503215,45,LabISA-INPE,AMZ,Curuai,-2.135,-55.6185,2003-11-26,37.511,435.78,0.07,,0.06441873
Curuai_2003_11,544,Curuai_11_2003_PCN35,0.0252705447890476,0.0495518819595546,0.070253049971533,0.0786471983191783,0.0813139906017353,0.0891265926847795,0.0924356765838612,0.0919824438037459,0.0919824438037459,45,LabISA-INPE,AMZ,Curuai,-2.12194,-55.636501,2003-11-26,39.6322,876.46,0.07,,0.0712814
Curuai_2003_11,545,Curuai_11_2003_PCN36,0.0141248603739905,0.0264796882350158,0.0349307388991156,0.0385613870963035,0.0368019785504038,0.0392425372479899,0.0370952508051672,0.0340526224116614,0.0340526224116614,45,LabISA-INPE,AMZ,Curuai,-2.11442,-55.613998,2003-11-26,49.5682,733.22,0.07,,0.059234343
Curuai_2003_11,546,Curuai_11_2003_PCN37,0.0146617297064378,0.0266788795399936,0.035475244523502,0.0390922993312139,0.0382760623818122,0.0409714357469084,0.0392824636337587,0.0367606118071553,0.0367606118071553,45,LabISA-INPE,AMZ,Curuai,-2.10794,-55.6488,2003-11-26,44.5444,838.19,0.07,,0.056789022
Curuai_2003_11,547,Curuai_11_2003_PCN38,0.0153130561278552,0.0267454701302635,0.0352386493914732,0.0384858192427819,0.0364810239545952,0.038993448326038,0.036755903600016,0.0335743595369425,0.0335743595369425,45,LabISA-INPE,AMZ,Curuai,-2.08844,-55.670101,2003-11-26,26.1238,585.92,0.07,,0.05954493
Curuai_2003_11,548,Curuai_11_2003_PCN39,0.014477217886209,0.0260281608619677,0.0344813623305646,0.0377489689219441,0.035998127349434,0.0385035078154249,0.0362114126145528,0.0330902406595272,0.0330902406595272,45,LabISA-INPE,AMZ,Curuai,-2.08092,-55.6605,2003-11-26,21.2116,596.16,0.07,,0.059594505
Curuai_2003_11,549,Curuai_11_2003_PCN40,0.013007957106547,0.0241817303215944,0.0326987947887725,0.0363226499159565,0.0359461312515421,0.0388996686016002,0.0375018018820181,0.0352413755001023,0.0352413755001023,45,LabISA-INPE,AMZ,Curuai,-2.07714,-55.6707,2003-11-26,35.1666,922.69,0.07,,0.058514513
Curuai_2003_11,550,Curuai_11_2003_PCN41,0.0153797031645923,0.0296620022805305,0.0408087685971001,0.0453508528133585,0.0450720112247241,0.0495555892020845,0.0487877210641156,0.0463553573963274,0.0463553573963274,45,LabISA-INPE,AMZ,Curuai,-2.06783,-55.654999,2003-11-26,29.2497,717.21,0.07,,0.054024123
Curuai_2003_11,551,Curuai_11_2003_PCN42,0.0094825562071896,0.017727334969582,0.0240644841783787,0.0271222727998491,0.0279820343869852,0.0302932366863199,0.0309123023431664,0.030070791809049,0.030070791809049,45,LabISA-INPE,AMZ,Curuai,-2.15028,-55.715,2003-11-26,74.3801,980.85,0.07,,0.09811109
Curuai_2003_11,552,Curuai_11_2003_PCN43,0.0152645500118262,0.0267543960972479,0.0300648377676023,0.0341062720351111,0.0275106234661403,0.0286402218694072,0.0246918516229841,0.0199543027602544,0.0199543027602544,45,LabISA-INPE,AMZ,Curuai,-2.26814,-55.226398,2003-11-27,86.2838,158.356,0.09,,0.08788234
Curuai_2003_11,553,Curuai_11_2003_PCN44,0.0152129828096052,0.0267316696571289,0.0302238006108677,0.0330127617291261,0.0262264959559361,0.0273885188735773,0.0236534499132465,0.0191226023749138,0.0191226023749138,45,LabISA-INPE,AMZ,Curuai,-2.27206,-55.263401,2003-11-27,82.5913,184.725,0.09,,0.08630434
Curuai_2003_11,554,Curuai_11_2003_PCN46,0.0116230472858401,0.0179050038187819,0.0164606916044138,0.016684335686518,0.0083772767129285,0.0086559790896146,0.0075462788426943,0.0060970637250043,0.0060970637250043,45,LabISA-INPE,AMZ,Curuai,-2.29992,-55.3381,2003-11-27,14.8659,32.54,0.35,,0.42321533
Curuai_2003_11,555,Curuai_11_2003_PCN47,0.0601166158657383,0.0969943188265486,0.132873755051535,0.149972549854393,0.149898800929206,0.166347246442207,0.167452662375694,0.161030738080422,0.161030738080422,45,LabISA-INPE,AMZ,Curuai,-2.20558,-55.464401,2003-11-29,34.7107,436.21,0.07,,0.028172843
Curuai_2003_11,556,Curuai_11_2003_PCN48,0.0297954785063861,0.0459169925466801,0.0598497353670925,0.0657099785372004,0.0651314256926519,0.0714892545980639,0.0697968595575832,0.066514795800925,0.066514795800925,45,LabISA-INPE,AMZ,Curuai,-2.21661,-55.511398,2003-11-29,31.2034,552.94,0.06,,0.05026225
Curuai_2003_11,557,Curuai_11_2003_PCN49,0.0198285181978348,0.0293165272545711,0.0361924075539101,0.0389445042184366,0.0373385780528975,0.0389240428751219,0.0364842840436367,0.0337114793929345,0.0337114793929345,45,LabISA-INPE,AMZ,Curuai,-2.25131,-55.519001,2003-11-29,27.696,593.06,0.07,,0.06296622
Curuai_2003_11,558,Curuai_11_2003_PCN50,0.0166253626442414,0.0249032219301557,0.0317508211289512,0.0343122902542678,0.0316143977931903,0.03389384949901,0.0314123655609336,0.0281502344170632,0.0281502344170632,45,LabISA-INPE,AMZ,Curuai,-2.23397,-55.601601,2003-11-29,18.7946,253.31,0.08,,0.06518975
Curuai_2003_11,559,Curuai_11_2003_PCN51,0.0101264953277822,0.0128777026086069,0.0144605656421936,0.0156480037987033,0.0099724905924866,0.010670429318517,0.009009408492907,0.0069437388845422,0.0069437388845422,45,LabISA-INPE,AMZ,Curuai,-2.23619,-55.680302,2003-11-29,21.4876,59.353,0.2,,0.22500116
Curuai_2003_11,560,Curuai_11_2003_PCN52,0.0146489146517924,0.0238533196812174,0.0318348945595768,0.0348868046729747,0.0316656790499641,0.0343183529361934,0.0315289807699446,0.0277684656691735,0.0277684656691735,45,LabISA-INPE,AMZ,Curuai,-2.20108,-55.7971,2003-11-28,21.407,252.52,0.08,,0.065191746
Curuai_2003_11,561,Curuai_11_2003_PCN53,0.0163542063633335,0.0286102802084093,0.0367405047236588,0.0394508184239895,0.0342330079367167,0.0364410484142207,0.0328992140220629,0.028559372167431,0.028559372167431,45,LabISA-INPE,AMZ,Curuai,-2.18561,-55.825901,2003-11-28,18.5769,286.87,0.08,,0.06685892
